First_pokemon,Second_pokemon,Winner,#,Num_of_Wins,Total_battles,Win_rate
744,634,634,20673,,,
416,794,794,20674,,,
155,128,155,20675,,,
478,293,478,20676,,,
615,465,465,20677,,,
356,44,44,20678,,,
39,120,120,20679,,,
129,278,129,20680,,,
178,522,522,20681,,,
620,772,620,20682,,,
76,626,76,20683,,,
433,744,744,20684,,,
228,368,368,20685,,,
308,41,308,20686,,,
204,528,528,20687,,,
511,452,511,20688,,,
228,784,228,20689,,,
785,18,785,20690,,,
797,297,797,20691,,,
228,100,228,20692,,,
612,757,612,20693,,,
197,654,197,20694,,,
400,483,483,20695,,,
261,227,261,20696,,,
586,650,586,20697,,,
151,709,709,20698,,,
190,650,650,20699,,,
41,181,181,20700,,,
612,288,288,20701,,,
199,531,531,20702,,,
756,165,165,20703,,,
677,153,677,20704,,,
654,4,4,20705,,,
494,477,477,20706,,,
184,418,184,20707,,,
526,775,526,20708,,,
544,754,544,20709,,,
41,572,572,20710,,,
533,130,533,20711,,,
229,256,229,20712,,,
659,651,651,20713,,,
493,506,493,20714,,,
663,180,663,20715,,,
447,216,216,20716,,,
313,724,724,20717,,,
632,324,632,20718,,,
451,632,451,20719,,,
334,413,413,20720,,,
605,758,758,20721,,,
577,635,635,20722,,,
249,172,249,20723,,,
751,539,539,20724,,,
788,281,788,20725,,,
721,401,401,20726,,,
437,787,437,20727,,,
543,768,543,20728,,,
100,225,225,20729,,,
578,283,283,20730,,,
713,735,713,20731,,,
4,789,4,20732,,,
461,420,420,20733,,,
542,449,542,20734,,,
291,270,270,20735,,,
203,47,47,20736,,,
381,270,270,20737,,,
558,448,448,20738,,,
380,523,380,20739,,,
297,350,350,20740,,,
555,126,555,20741,,,
213,758,758,20742,,,
307,465,307,20743,,,
791,503,503,20744,,,
162,293,162,20745,,,
607,780,607,20746,,,
557,225,225,20747,,,
279,122,279,20748,,,
753,305,305,20749,,,
445,289,445,20750,,,
537,323,537,20751,,,
716,91,716,20752,,,
176,170,170,20753,,,
550,351,550,20754,,,
360,384,384,20755,,,
500,81,500,20756,,,
663,58,58,20757,,,
72,751,751,20758,,,
205,547,205,20759,,,
121,167,167,20760,,,
470,310,310,20761,,,
42,569,569,20762,,,
316,320,316,20763,,,
768,722,768,20764,,,
700,218,700,20765,,,
232,789,232,20766,,,
376,36,36,20767,,,
262,746,746,20768,,,
781,756,756,20769,,,
326,588,588,20770,,,
416,89,416,20771,,,
379,376,376,20772,,,
722,590,590,20773,,,
366,758,366,20774,,,
140,467,467,20775,,,
673,683,673,20776,,,
282,474,474,20777,,,
401,151,401,20778,,,
576,193,576,20779,,,
737,197,737,20780,,,
162,719,162,20781,,,
293,73,293,20782,,,
548,700,700,20783,,,
364,167,364,20784,,,
237,93,93,20785,,,
601,713,713,20786,,,
770,107,770,20787,,,
584,128,128,20788,,,
320,238,320,20789,,,
296,93,93,20790,,,
774,710,710,20791,,,
340,417,340,20792,,,
517,298,298,20793,,,
654,713,713,20794,,,
476,353,476,20795,,,
769,71,71,20796,,,
379,799,799,20797,,,
694,133,694,20798,,,
290,324,324,20799,,,
400,458,400,20800,,,
76,350,350,20801,,,
559,729,729,20802,,,
753,329,329,20803,,,
38,200,200,20804,,,
124,509,124,20805,,,
195,54,54,20806,,,
595,548,548,20807,,,
158,306,158,20808,,,
692,401,692,20809,,,
105,497,497,20810,,,
8,26,8,20811,,,
507,29,507,20812,,,
215,598,598,20813,,,
476,327,327,20814,,,
279,18,279,20815,,,
161,738,738,20816,,,
495,87,495,20817,,,
99,319,99,20818,,,
39,251,39,20819,,,
312,151,151,20820,,,
599,483,483,20821,,,
383,305,383,20822,,,
179,597,179,20823,,,
339,616,339,20824,,,
486,279,279,20825,,,
541,526,526,20826,,,
638,550,550,20827,,,
333,85,85,20828,,,
296,289,296,20829,,,
225,303,303,20830,,,
595,60,60,20831,,,
706,356,706,20832,,,
543,113,543,20833,,,
453,677,677,20834,,,
169,710,710,20835,,,
692,664,692,20836,,,
516,148,148,20837,,,
125,182,125,20838,,,
405,161,161,20839,,,
238,208,208,20840,,,
228,215,228,20841,,,
403,163,163,20842,,,
567,634,634,20843,,,
585,315,585,20844,,,
266,371,371,20845,,,
645,528,528,20846,,,
300,389,389,20847,,,
433,401,401,20848,,,
203,735,735,20849,,,
741,281,741,20850,,,
170,169,169,20851,,,
528,118,528,20852,,,
620,263,263,20853,,,
1,215,1,20854,,,
195,166,166,20855,,,
779,484,484,20856,,,
472,176,472,20857,,,
477,351,477,20858,,,
685,295,685,20859,,,
202,430,430,20860,,,
573,457,457,20861,,,
447,41,41,20862,,,
54,690,690,20863,,,
218,703,703,20864,,,
82,385,385,20865,,,
41,417,417,20866,,,
584,718,718,20867,,,
699,482,699,20868,,,
779,652,779,20869,,,
163,776,163,20870,,,
361,325,361,20871,,,
661,486,486,20872,,,
292,410,410,20873,,,
620,298,298,20874,,,
77,472,472,20875,,,
142,533,533,20876,,,
601,525,525,20877,,,
592,186,186,20878,,,
135,304,135,20879,,,
232,350,350,20880,,,
136,281,136,20881,,,
122,337,337,20882,,,
477,527,477,20883,,,
536,588,588,20884,,,
344,221,221,20885,,,
96,402,402,20886,,,
266,692,692,20887,,,
536,523,536,20888,,,
432,408,432,20889,,,
164,55,164,20890,,,
659,743,743,20891,,,
728,492,728,20892,,,
507,470,507,20893,,,
269,393,393,20894,,,
459,478,478,20895,,,
335,237,335,20896,,,
119,444,444,20897,,,
428,342,428,20898,,,
765,306,306,20899,,,
738,617,617,20900,,,
693,594,693,20901,,,
389,714,714,20902,,,
443,735,735,20903,,,
350,270,270,20904,,,
355,521,521,20905,,,
234,656,234,20906,,,
356,370,370,20907,,,
74,25,25,20908,,,
660,786,660,20909,,,
388,39,388,20910,,,
141,335,141,20911,,,
57,379,57,20912,,,
334,421,421,20913,,,
297,268,268,20914,,,
712,695,712,20915,,,
125,303,125,20916,,,
259,201,201,20917,,,
211,538,538,20918,,,
337,405,337,20919,,,
74,424,424,20920,,,
728,242,242,20921,,,
715,688,715,20922,,,
347,298,298,20923,,,
276,29,276,20924,,,
325,202,202,20925,,,
221,245,245,20926,,,
531,478,478,20927,,,
785,97,785,20928,,,
714,530,714,20929,,,
474,657,474,20930,,,
93,596,93,20931,,,
569,342,342,20932,,,
622,604,622,20933,,,
748,32,32,20934,,,
754,129,129,20935,,,
252,704,704,20936,,,
397,537,537,20937,,,
36,589,589,20938,,,
541,703,703,20939,,,
471,600,600,20940,,,
680,382,680,20941,,,
86,492,492,20942,,,
489,264,264,20943,,,
389,263,263,20944,,,
59,150,59,20945,,,
449,93,93,20946,,,
364,151,151,20947,,,
299,163,163,20948,,,
141,31,31,20949,,,
582,641,582,20950,,,
526,51,526,20951,,,
634,503,503,20952,,,
519,490,490,20953,,,
438,488,438,20954,,,
427,530,427,20955,,,
313,603,603,20956,,,
547,537,537,20957,,,
24,123,24,20958,,,
69,4,69,20959,,,
392,50,392,20960,,,
371,426,426,20961,,,
67,516,516,20962,,,
554,439,554,20963,,,
610,637,610,20964,,,
685,724,685,20965,,,
366,509,366,20966,,,
699,732,732,20967,,,
528,235,528,20968,,,
104,457,104,20969,,,
692,684,692,20970,,,
106,627,106,20971,,,
285,392,285,20972,,,
68,235,68,20973,,,
674,331,674,20974,,,
162,511,162,20975,,,
278,795,795,20976,,,
675,218,675,20977,,,
359,272,272,20978,,,
431,537,431,20979,,,
470,363,363,20980,,,
140,27,140,20981,,,
725,529,725,20982,,,
290,544,544,20983,,,
370,121,121,20984,,,
608,350,608,20985,,,
561,186,186,20986,,,
356,620,620,20987,,,
380,64,380,20988,,,
587,660,660,20989,,,
123,453,453,20990,,,
309,35,309,20991,,,
752,533,533,20992,,,
42,673,673,20993,,,
630,70,70,20994,,,
59,595,595,20995,,,
19,295,19,20996,,,
471,455,455,20997,,,
158,660,660,20998,,,
542,597,542,20999,,,
620,594,620,21000,,,
58,47,58,21001,,,
763,354,763,21002,,,
54,267,267,21003,,,
279,526,526,21004,,,
665,717,717,21005,,,
637,665,637,21006,,,
723,115,115,21007,,,
370,280,280,21008,,,
290,751,751,21009,,,
356,512,512,21010,,,
213,58,58,21011,,,
272,444,444,21012,,,
688,751,751,21013,,,
716,538,538,21014,,,
721,455,721,21015,,,
652,193,193,21016,,,
480,649,649,21017,,,
361,235,361,21018,,,
338,241,338,21019,,,
95,21,95,21020,,,
85,160,85,21021,,,
762,150,762,21022,,,
121,698,698,21023,,,
350,233,350,21024,,,
796,768,768,21025,,,
162,439,162,21026,,,
152,763,152,21027,,,
712,468,712,21028,,,
606,91,606,21029,,,
468,139,139,21030,,,
38,469,469,21031,,,
70,281,70,21032,,,
111,342,342,21033,,,
558,531,531,21034,,,
237,563,563,21035,,,
134,635,635,21036,,,
145,795,795,21037,,,
59,252,59,21038,,,
343,733,343,21039,,,
451,786,786,21040,,,
464,390,464,21041,,,
152,216,216,21042,,,
476,447,476,21043,,,
256,259,259,21044,,,
697,146,697,21045,,,
761,18,18,21046,,,
756,437,437,21047,,,
800,26,26,21048,,,
467,789,467,21049,,,
201,637,637,21050,,,
507,488,507,21051,,,
596,152,596,21052,,,
465,506,506,21053,,,
563,180,563,21054,,,
699,788,699,21055,,,
523,132,132,21056,,,
215,752,752,21057,,,
82,533,533,21058,,,
733,696,696,21059,,,
26,437,26,21060,,,
622,390,622,21061,,,
613,596,613,21062,,,
759,591,591,21063,,,
388,3,3,21064,,,
544,496,544,21065,,,
620,329,329,21066,,,
716,244,716,21067,,,
346,115,115,21068,,,
179,191,179,21069,,,
108,367,367,21070,,,
661,558,558,21071,,,
275,332,332,21072,,,
422,795,795,21073,,,
635,703,635,21074,,,
498,290,498,21075,,,
421,754,754,21076,,,
121,166,166,21077,,,
576,595,576,21078,,,
414,198,414,21079,,,
760,734,760,21080,,,
559,411,559,21081,,,
83,754,83,21082,,,
668,387,387,21083,,,
309,729,309,21084,,,
21,650,650,21085,,,
709,116,709,21086,,,
718,488,718,21087,,,
739,569,569,21088,,,
289,729,729,21089,,,
590,11,590,21090,,,
218,539,539,21091,,,
5,598,598,21092,,,
495,75,495,21093,,,
238,709,709,21094,,,
361,383,383,21095,,,
395,219,219,21096,,,
287,554,554,21097,,,
270,20,20,21098,,,
402,321,402,21099,,,
704,290,704,21100,,,
540,599,540,21101,,,
740,724,724,21102,,,
140,745,745,21103,,,
8,424,8,21104,,,
752,385,385,21105,,,
698,628,628,21106,,,
784,584,784,21107,,,
181,170,181,21108,,,
31,350,350,21109,,,
681,397,397,21110,,,
677,667,677,21111,,,
51,230,230,21112,,,
210,787,787,21113,,,
444,335,444,21114,,,
129,273,273,21115,,,
197,678,197,21116,,,
648,600,648,21117,,,
534,427,427,21118,,,
529,74,74,21119,,,
693,474,474,21120,,,
299,644,299,21121,,,
720,578,720,21122,,,
250,675,250,21123,,,
120,462,462,21124,,,
608,535,608,21125,,,
480,94,480,21126,,,
779,179,179,21127,,,
189,679,679,21128,,,
225,174,174,21129,,,
400,87,400,21130,,,
130,545,545,21131,,,
327,91,91,21132,,,
653,204,204,21133,,,
309,491,309,21134,,,
502,38,502,21135,,,
565,153,153,21136,,,
137,63,63,21137,,,
369,641,369,21138,,,
487,313,313,21139,,,
691,396,691,21140,,,
639,555,555,21141,,,
484,9,9,21142,,,
321,558,558,21143,,,
356,725,725,21144,,,
689,555,555,21145,,,
60,438,438,21146,,,
60,626,60,21147,,,
611,268,611,21148,,,
120,438,438,21149,,,
741,607,607,21150,,,
208,615,615,21151,,,
89,623,623,21152,,,
487,331,331,21153,,,
157,331,331,21154,,,
203,254,254,21155,,,
474,716,716,21156,,,
675,770,770,21157,,,
727,265,727,21158,,,
333,637,637,21159,,,
210,43,210,21160,,,
333,119,119,21161,,,
727,453,727,21162,,,
475,239,475,21163,,,
228,29,228,21164,,,
747,243,747,21165,,,
14,175,175,21166,,,
390,58,58,21167,,,
586,516,516,21168,,,
353,605,605,21169,,,
168,147,147,21170,,,
289,747,747,21171,,,
661,21,21,21172,,,
76,426,426,21173,,,
646,137,137,21174,,,
377,48,48,21175,,,
710,680,710,21176,,,
665,318,665,21177,,,
588,553,553,21178,,,
726,410,410,21179,,,
430,231,430,21180,,,
198,698,698,21181,,,
150,712,712,21182,,,
462,770,462,21183,,,
445,716,716,21184,,,
47,494,47,21185,,,
653,630,630,21186,,,
239,559,559,21187,,,
731,344,344,21188,,,
407,271,271,21189,,,
792,672,792,21190,,,
82,483,483,21191,,,
157,675,157,21192,,,
733,148,148,21193,,,
195,121,121,21194,,,
146,468,146,21195,,,
690,458,690,21196,,,
381,605,605,21197,,,
515,286,286,21198,,,
376,721,721,21199,,,
141,421,421,21200,,,
365,65,65,21201,,,
447,399,399,21202,,,
60,647,647,21203,,,
319,648,648,21204,,,
673,473,473,21205,,,
483,458,483,21206,,,
186,481,481,21207,,,
534,756,534,21208,,,
794,310,794,21209,,,
638,460,638,21210,,,
694,486,694,21211,,,
414,321,414,21212,,,
695,511,511,21213,,,
431,248,248,21214,,,
613,567,613,21215,,,
62,632,62,21216,,,
389,460,460,21217,,,
408,253,253,21218,,,
665,537,537,21219,,,
134,730,134,21220,,,
576,471,576,21221,,,
433,622,622,21222,,,
35,192,192,21223,,,
677,241,241,21224,,,
770,627,770,21225,,,
510,727,727,21226,,,
103,570,103,21227,,,
292,542,542,21228,,,
684,661,661,21229,,,
768,756,756,21230,,,
485,527,527,21231,,,
59,424,59,21232,,,
484,56,56,21233,,,
681,450,681,21234,,,
306,400,306,21235,,,
160,152,152,21236,,,
597,477,477,21237,,,
696,617,696,21238,,,
775,304,304,21239,,,
554,435,554,21240,,,
519,297,519,21241,,,
222,693,693,21242,,,
3,545,545,21243,,,
379,570,570,21244,,,
225,510,510,21245,,,
277,504,504,21246,,,
494,119,494,21247,,,
260,639,260,21248,,,
264,23,23,21249,,,
16,785,785,21250,,,
506,754,506,21251,,,
196,34,34,21252,,,
799,60,799,21253,,,
82,487,82,21254,,,
611,194,611,21255,,,
242,371,371,21256,,,
169,175,169,21257,,,
229,173,229,21258,,,
23,704,704,21259,,,
581,58,581,21260,,,
88,315,315,21261,,,
357,737,737,21262,,,
599,92,92,21263,,,
736,798,798,21264,,,
611,531,531,21265,,,
107,484,484,21266,,,
491,532,491,21267,,,
657,200,657,21268,,,
261,546,546,21269,,,
506,746,746,21270,,,
686,796,686,21271,,,
314,435,314,21272,,,
147,741,147,21273,,,
245,743,245,21274,,,
153,157,157,21275,,,
684,425,425,21276,,,
61,136,136,21277,,,
53,716,716,21278,,,
753,538,538,21279,,,
332,324,332,21280,,,
203,252,252,21281,,,
456,150,150,21282,,,
550,415,550,21283,,,
28,670,670,21284,,,
261,670,670,21285,,,
589,330,589,21286,,,
327,105,105,21287,,,
346,409,409,21288,,,
710,219,710,21289,,,
451,756,756,21290,,,
19,222,19,21291,,,
152,141,141,21292,,,
408,75,75,21293,,,
142,300,300,21294,,,
311,570,570,21295,,,
680,611,611,21296,,,
482,461,482,21297,,,
77,705,705,21298,,,
65,201,65,21299,,,
598,454,598,21300,,,
139,248,139,21301,,,
560,240,560,21302,,,
109,513,513,21303,,,
220,258,220,21304,,,
508,54,508,21305,,,
717,568,717,21306,,,
441,565,565,21307,,,
149,677,677,21308,,,
463,405,405,21309,,,
711,422,711,21310,,,
74,611,611,21311,,,
172,376,172,21312,,,
80,336,80,21313,,,
45,120,120,21314,,,
619,105,619,21315,,,
177,738,177,21316,,,
659,394,394,21317,,,
22,366,366,21318,,,
286,653,286,21319,,,
229,476,476,21320,,,
286,92,92,21321,,,
486,614,614,21322,,,
587,285,285,21323,,,
328,488,328,21324,,,
674,504,674,21325,,,
334,232,232,21326,,,
632,358,632,21327,,,
409,490,409,21328,,,
563,692,692,21329,,,
187,288,288,21330,,,
527,294,527,21331,,,
110,738,110,21332,,,
152,420,420,21333,,,
785,64,785,21334,,,
427,153,427,21335,,,
623,490,623,21336,,,
56,632,56,21337,,,
330,153,153,21338,,,
583,2,583,21339,,,
321,67,67,21340,,,
328,103,328,21341,,,
89,616,616,21342,,,
768,692,692,21343,,,
720,184,184,21344,,,
500,763,763,21345,,,
323,362,323,21346,,,
671,88,671,21347,,,
237,255,255,21348,,,
179,792,792,21349,,,
353,405,405,21350,,,
702,389,702,21351,,,
340,102,340,21352,,,
468,406,468,21353,,,
649,528,528,21354,,,
148,675,148,21355,,,
734,109,109,21356,,,
197,694,694,21357,,,
683,393,393,21358,,,
412,203,203,21359,,,
189,140,189,21360,,,
344,382,344,21361,,,
153,428,428,21362,,,
296,299,299,21363,,,
600,171,600,21364,,,
499,579,499,21365,,,
350,26,350,21366,,,
324,636,636,21367,,,
255,708,708,21368,,,
55,720,55,21369,,,
361,631,631,21370,,,
786,508,786,21371,,,
742,408,742,21372,,,
368,664,368,21373,,,
123,512,123,21374,,,
731,591,731,21375,,,
759,157,157,21376,,,
770,121,770,21377,,,
260,425,425,21378,,,
30,103,103,21379,,,
276,733,276,21380,,,
392,165,165,21381,,,
665,143,143,21382,,,
393,106,393,21383,,,
708,330,708,21384,,,
728,662,728,21385,,,
772,109,772,21386,,,
354,59,59,21387,,,
678,11,11,21388,,,
355,707,707,21389,,,
333,529,333,21390,,,
604,535,535,21391,,,
722,264,264,21392,,,
543,269,543,21393,,,
751,386,386,21394,,,
553,714,553,21395,,,
156,661,661,21396,,,
605,140,605,21397,,,
432,32,432,21398,,,
73,265,265,21399,,,
247,662,247,21400,,,
459,329,329,21401,,,
55,170,55,21402,,,
15,248,248,21403,,,
583,6,583,21404,,,
679,674,679,21405,,,
202,52,202,21406,,,
714,685,685,21407,,,
412,138,138,21408,,,
418,778,418,21409,,,
565,70,70,21410,,,
156,169,169,21411,,,
654,678,678,21412,,,
502,204,204,21413,,,
486,49,486,21414,,,
675,203,203,21415,,,
248,194,248,21416,,,
364,382,364,21417,,,
335,584,335,21418,,,
529,630,630,21419,,,
437,766,766,21420,,,
244,489,244,21421,,,
309,325,309,21422,,,
274,286,274,21423,,,
330,590,590,21424,,,
580,447,580,21425,,,
172,441,172,21426,,,
775,65,65,21427,,,
317,25,25,21428,,,
11,243,11,21429,,,
602,739,739,21430,,,
645,307,307,21431,,,
490,196,490,21432,,,
632,539,632,21433,,,
247,438,438,21434,,,
247,792,792,21435,,,
237,602,602,21436,,,
316,711,316,21437,,,
563,304,563,21438,,,
404,747,747,21439,,,
87,202,202,21440,,,
665,114,114,21441,,,
511,338,338,21442,,,
219,551,551,21443,,,
435,227,435,21444,,,
245,318,245,21445,,,
710,575,710,21446,,,
226,616,616,21447,,,
462,376,462,21448,,,
743,452,452,21449,,,
517,475,475,21450,,,
420,510,420,21451,,,
613,467,467,21452,,,
297,756,756,21453,,,
222,473,473,21454,,,
695,229,229,21455,,,
634,353,634,21456,,,
511,218,511,21457,,,
678,20,20,21458,,,
274,626,274,21459,,,
166,432,432,21460,,,
778,286,778,21461,,,
148,723,723,21462,,,
761,800,800,21463,,,
463,354,463,21464,,,
159,28,28,21465,,,
373,298,298,21466,,,
356,323,323,21467,,,
62,538,538,21468,,,
312,48,48,21469,,,
727,623,727,21470,,,
53,797,797,21471,,,
643,661,643,21472,,,
541,182,541,21473,,,
734,372,372,21474,,,
590,355,590,21475,,,
299,265,265,21476,,,
321,143,143,21477,,,
581,704,704,21478,,,
17,430,430,21479,,,
749,135,135,21480,,,
197,604,604,21481,,,
632,615,632,21482,,,
207,774,774,21483,,,
234,677,234,21484,,,
495,139,139,21485,,,
257,412,257,21486,,,
436,748,748,21487,,,
558,610,610,21488,,,
775,340,340,21489,,,
173,386,386,21490,,,
720,512,720,21491,,,
536,541,541,21492,,,
799,272,272,21493,,,
664,716,716,21494,,,
138,729,138,21495,,,
404,669,404,21496,,,
105,332,105,21497,,,
25,558,25,21498,,,
417,723,723,21499,,,
262,196,196,21500,,,
444,478,478,21501,,,
344,630,344,21502,,,
279,290,279,21503,,,
378,640,640,21504,,,
547,84,84,21505,,,
318,360,318,21506,,,
62,374,62,21507,,,
633,332,633,21508,,,
584,351,351,21509,,,
100,147,147,21510,,,
503,177,503,21511,,,
310,717,717,21512,,,
156,368,368,21513,,,
363,703,703,21514,,,
778,290,778,21515,,,
783,332,783,21516,,,
616,136,616,21517,,,
527,736,527,21518,,,
190,79,79,21519,,,
101,235,235,21520,,,
173,162,162,21521,,,
449,389,449,21522,,,
703,320,703,21523,,,
724,125,724,21524,,,
34,527,527,21525,,,
39,333,333,21526,,,
599,549,549,21527,,,
731,332,731,21528,,,
220,19,19,21529,,,
27,298,27,21530,,,
501,358,358,21531,,,
297,328,328,21532,,,
224,173,173,21533,,,
147,294,147,21534,,,
137,558,137,21535,,,
182,499,499,21536,,,
540,213,213,21537,,,
644,61,61,21538,,,
523,592,523,21539,,,
427,165,165,21540,,,
606,680,606,21541,,,
177,380,177,21542,,,
116,161,116,21543,,,
616,198,616,21544,,,
434,18,434,21545,,,
43,137,137,21546,,,
481,697,481,21547,,,
645,676,645,21548,,,
175,293,175,21549,,,
44,511,44,21550,,,
502,300,300,21551,,,
592,4,4,21552,,,
356,59,59,21553,,,
80,769,80,21554,,,
708,450,708,21555,,,
766,539,766,21556,,,
587,621,621,21557,,,
772,553,553,21558,,,
649,519,649,21559,,,
446,520,520,21560,,,
129,726,726,21561,,,
546,752,546,21562,,,
213,764,213,21563,,,
702,181,702,21564,,,
174,580,580,21565,,,
376,292,376,21566,,,
147,571,147,21567,,,
530,194,530,21568,,,
187,241,187,21569,,,
550,223,550,21570,,,
310,574,574,21571,,,
663,250,663,21572,,,
36,629,629,21573,,,
197,191,197,21574,,,
499,194,499,21575,,,
269,632,269,21576,,,
56,364,364,21577,,,
119,104,104,21578,,,
75,798,798,21579,,,
695,429,695,21580,,,
796,63,63,21581,,,
415,332,415,21582,,,
735,270,270,21583,,,
560,324,560,21584,,,
677,426,677,21585,,,
675,163,163,21586,,,
333,774,774,21587,,,
292,79,79,21588,,,
62,712,712,21589,,,
336,435,336,21590,,,
83,491,83,21591,,,
570,252,570,21592,,,
234,228,234,21593,,,
214,586,586,21594,,,
433,771,771,21595,,,
415,162,162,21596,,,
77,688,688,21597,,,
578,678,578,21598,,,
207,292,207,21599,,,
751,271,271,21600,,,
88,256,256,21601,,,
467,727,727,21602,,,
204,726,726,21603,,,
572,739,572,21604,,,
509,68,68,21605,,,
425,82,425,21606,,,
259,28,28,21607,,,
724,735,724,21608,,,
87,746,746,21609,,,
124,595,124,21610,,,
767,681,681,21611,,,
527,196,527,21612,,,
394,38,394,21613,,,
778,557,557,21614,,,
304,374,304,21615,,,
386,60,60,21616,,,
444,275,275,21617,,,
710,497,710,21618,,,
753,793,793,21619,,,
331,469,331,21620,,,
432,150,432,21621,,,
490,698,490,21622,,,
140,443,443,21623,,,
25,48,48,21624,,,
20,532,20,21625,,,
124,527,124,21626,,,
44,311,44,21627,,,
342,192,342,21628,,,
651,588,651,21629,,,
120,368,368,21630,,,
114,103,103,21631,,,
500,742,742,21632,,,
9,177,9,21633,,,
189,668,668,21634,,,
590,227,590,21635,,,
36,346,36,21636,,,
21,135,135,21637,,,
363,625,363,21638,,,
741,311,311,21639,,,
97,672,672,21640,,,
555,210,555,21641,,,
256,103,103,21642,,,
50,408,408,21643,,,
71,39,71,21644,,,
292,277,277,21645,,,
705,375,705,21646,,,
260,670,260,21647,,,
288,6,288,21648,,,
156,725,156,21649,,,
651,766,651,21650,,,
360,696,696,21651,,,
595,233,233,21652,,,
694,427,427,21653,,,
439,510,510,21654,,,
4,226,4,21655,,,
624,748,748,21656,,,
7,80,80,21657,,,
126,31,31,21658,,,
191,685,685,21659,,,
431,288,288,21660,,,
511,326,326,21661,,,
446,680,446,21662,,,
588,95,588,21663,,,
493,323,493,21664,,,
133,461,133,21665,,,
299,73,299,21666,,,
176,554,554,21667,,,
256,291,291,21668,,,
695,172,172,21669,,,
435,420,420,21670,,,
154,95,154,21671,,,
277,749,749,21672,,,
150,251,251,21673,,,
366,686,366,21674,,,
117,788,788,21675,,,
637,364,364,21676,,,
174,661,174,21677,,,
425,276,276,21678,,,
758,245,758,21679,,,
710,435,710,21680,,,
475,370,475,21681,,,
161,589,161,21682,,,
343,354,354,21683,,,
177,128,177,21684,,,
478,61,478,21685,,,
709,526,709,21686,,,
644,350,350,21687,,,
525,662,525,21688,,,
299,790,299,21689,,,
5,278,5,21690,,,
761,627,627,21691,,,
221,173,173,21692,,,
625,461,461,21693,,,
569,309,569,21694,,,
366,530,366,21695,,,
572,395,572,21696,,,
361,790,790,21697,,,
798,373,798,21698,,,
468,195,195,21699,,,
346,265,265,21700,,,
385,493,493,21701,,,
485,441,441,21702,,,
546,531,531,21703,,,
401,275,275,21704,,,
736,223,223,21705,,,
189,451,451,21706,,,
758,527,758,21707,,,
273,501,273,21708,,,
1,714,714,21709,,,
683,189,683,21710,,,
191,539,539,21711,,,
713,750,713,21712,,,
623,284,623,21713,,,
344,264,264,21714,,,
307,320,307,21715,,,
474,483,474,21716,,,
581,603,581,21717,,,
470,292,470,21718,,,
591,149,591,21719,,,
391,394,394,21720,,,
579,689,689,21721,,,
493,699,699,21722,,,
771,723,723,21723,,,
693,387,387,21724,,,
732,750,732,21725,,,
417,377,377,21726,,,
540,702,540,21727,,,
766,353,766,21728,,,
692,738,692,21729,,,
154,408,154,21730,,,
245,231,245,21731,,,
189,307,307,21732,,,
429,244,429,21733,,,
469,622,469,21734,,,
208,145,145,21735,,,
201,619,619,21736,,,
567,395,567,21737,,,
542,679,679,21738,,,
166,237,166,21739,,,
732,502,732,21740,,,
732,27,732,21741,,,
395,439,439,21742,,,
674,41,41,21743,,,
317,216,216,21744,,,
582,289,582,21745,,,
221,448,448,21746,,,
308,110,110,21747,,,
356,574,574,21748,,,
101,675,101,21749,,,
528,86,528,21750,,,
434,10,10,21751,,,
369,312,369,21752,,,
573,228,228,21753,,,
305,638,638,21754,,,
85,339,339,21755,,,
665,217,217,21756,,,
465,1,465,21757,,,
143,18,143,21758,,,
303,436,303,21759,,,
785,380,785,21760,,,
732,599,732,21761,,,
352,597,597,21762,,,
526,676,526,21763,,,
572,769,572,21764,,,
87,601,601,21765,,,
709,215,709,21766,,,
357,748,748,21767,,,
404,516,404,21768,,,
139,688,139,21769,,,
330,592,592,21770,,,
568,432,432,21771,,,
201,476,201,21772,,,
311,735,735,21773,,,
518,178,518,21774,,,
513,141,513,21775,,,
246,506,246,21776,,,
45,524,524,21777,,,
309,83,309,21778,,,
210,750,750,21779,,,
590,302,590,21780,,,
382,588,588,21781,,,
379,127,127,21782,,,
305,246,246,21783,,,
462,779,462,21784,,,
243,51,51,21785,,,
131,568,131,21786,,,
384,719,384,21787,,,
123,30,30,21788,,,
8,728,8,21789,,,
326,669,669,21790,,,
775,113,775,21791,,,
446,471,446,21792,,,
470,527,527,21793,,,
377,430,430,21794,,,
764,217,764,21795,,,
549,564,549,21796,,,
129,321,129,21797,,,
349,752,349,21798,,,
213,5,5,21799,,,
512,187,512,21800,,,
786,335,786,21801,,,
68,563,563,21802,,,
191,539,539,21803,,,
459,687,687,21804,,,
134,70,70,21805,,,
262,714,714,21806,,,
331,85,85,21807,,,
689,432,432,21808,,,
357,590,590,21809,,,
213,168,213,21810,,,
360,560,560,21811,,,
762,20,20,21812,,,
212,363,212,21813,,,
309,498,498,21814,,,
38,566,566,21815,,,
32,263,263,21816,,,
503,651,503,21817,,,
267,780,780,21818,,,
177,134,134,21819,,,
257,779,779,21820,,,
692,393,692,21821,,,
84,714,714,21822,,,
224,21,21,21823,,,
230,161,230,21824,,,
208,310,310,21825,,,
212,270,270,21826,,,
153,58,58,21827,,,
763,514,514,21828,,,
724,401,724,21829,,,
636,607,607,21830,,,
224,467,467,21831,,,
6,722,6,21832,,,
212,792,792,21833,,,
656,469,469,21834,,,
666,526,526,21835,,,
